city,state_id,state_name,county_fips,county_name,latt,long,population,density,timezone,ranking,zips,loc_id
Audubon Park,NJ,New Jersey,34007,Camden,39.8969,-75.089,979,1930.8,America/New_York,3,08106,431720
Dundalk,MD,Maryland,24005,Baltimore,39.2704,-76.4942,65441,1930.6,America/New_York,3,21222 21224,689546
Gladstone,OR,Oregon,41005,Clackamas,45.3864,-122.5934,11986,1929.8,America/Los_Angeles,3,97027,486331
South Riding,VA,Virginia,51107,Loudoun,38.912,-77.5132,34200,1929.2,America/New_York,3,20152,815351
Boynton Beach,FL,Florida,12099,Palm Beach,26.5281,-80.0811,80601,1928.6,America/New_York,3,33426 33436 33435 33474,744102
Martha Lake,WA,Washington,53061,Snohomish,47.8479,-122.2327,22740,1928.6,America/Los_Angeles,3,98087 98037 98012 98208,801110
East McKeesport,PA,Pennsylvania,42003,Allegheny,40.3848,-79.8073,2063,1928.3,America/New_York,3,15035,122103
Carson,CA,California,06037,Los Angeles,33.8374,-118.2559,93523,1927.8,America/Los_Angeles,3,90248 90810 90747 90746 90745 90224 90749 90895,632013
Goldenrod,FL,Florida,12117,Seminole,28.6114,-81.2916,12603,1927.7,America/New_York,3,32792,334005
Monmouth,OR,Oregon,41053,Polk,44.8505,-123.2284,11176,1927.5,America/Los_Angeles,3,97361,140507
Fruitdale,CA,California,06085,Santa Clara,37.3116,-121.9357,1203,1927.3,America/Los_Angeles,3,95128,524005
Grosse Pointe Woods,MI,Michigan,26163,Wayne,42.4366,-82.8987,16177,1927.2,America/Detroit,3,48236,641402
St. Clair Shores,MI,Michigan,26099,Macomb,42.4925,-82.8961,58287,1926.7,America/Detroit,3,48081 48080 48082 48090,221007
Wellington,KY,Kentucky,21111,Jefferson,38.2167,-85.6703,436,1926,America/New_York,3,40205,600023
Kingsley,KY,Kentucky,21111,Jefferson,38.2219,-85.6726,407,1926,America/New_York,3,40205,243201
Garrett Park,MD,Maryland,24031,Montgomery,39.036,-77.0934,872,1925.9,America/New_York,3,20896,422013
Kenwood Estates,FL,Florida,12099,Palm Beach,26.6276,-80.1153,1403,1925.7,America/New_York,3,33461 33463,122011
Racine,WI,Wisconsin,55101,Racine,42.7274,-87.8135,135512,1925.4,America/Chicago,2,53405 53404 53406 53403 53402 53401 53408,461775
Pennsburg,PA,Pennsylvania,42091,Montgomery,40.3936,-75.4965,3958,1924.8,America/New_York,3,18073,590001
Winter Gardens,CA,California,06073,San Diego,32.8376,-116.9268,22003,1922.1,America/Los_Angeles,3,92021 92040,143521
Pittston,PA,Pennsylvania,42079,Luzerne,41.3272,-75.7888,7618,1921.8,America/New_York,3,18640,534250
Los Prados,PR,Puerto Rico,72025,Caguas,18.233,-66.0621,3530,1921.2,America/Puerto_Rico,3,00727,629203
Midlothian,IL,Illinois,17031,Cook,41.6254,-87.7243,14024,1920.6,America/Chicago,3,60445,721137
Wright,FL,Florida,12091,Okaloosa,30.4445,-86.6419,27233,1920,America/Chicago,3,32548 32547,831012
Westwood,NJ,New Jersey,34003,Bergen,40.9878,-74.0308,11221,1918.2,America/New_York,3,07675,602001
Chevy Chase Section Five,MD,Maryland,24031,Montgomery,38.984,-77.074,767,1918.2,America/New_York,3,20815,573201
Derby,CO,Colorado,08001,Adams,39.84,-104.9172,8692,1917.8,America/Denver,3,80022 80024,160055
Newton,MA,Massachusetts,25017,Middlesex,42.3316,-71.2085,88504,1916.8,America/New_York,3,02464 02466 02461 02462 02468 02465 02467 02460 02458 02459 02456 02495,600051
Rolling Hills,KY,Kentucky,21111,Jefferson,38.2825,-85.5784,1024,1914.9,America/New_York,3,40242,403601
Rockville,MD,Maryland,24031,Montgomery,39.0834,-77.1553,67218,1913,America/New_York,3,20850 20851 20852 20847 20848 20849 20857,400084
Gloucester City,NJ,New Jersey,34007,Camden,39.8924,-75.1172,11465,1912.4,America/New_York,3,08030,248140
Altadena,CA,California,06037,Los Angeles,34.1927,-118.1346,41921,1912.1,America/Los_Angeles,3,91104 91001 91003,144007
Slippery Rock University,PA,Pennsylvania,42019,Butler,41.0647,-80.0419,2724,1910.4,America/New_York,3,16057,600006
Red Lion,PA,Pennsylvania,42133,York,39.8986,-76.6078,6494,1910.2,America/New_York,3,17356,211008
Woodbury,NJ,New Jersey,34015,Gloucester,39.8379,-75.1524,9992,1910.1,America/New_York,3,08096,786152
West Lealman,FL,Florida,12103,Pinellas,27.8192,-82.7384,15560,1909.6,America/New_York,3,33709,135001
Carnegie,PA,Pennsylvania,42003,Allegheny,40.408,-80.0861,8015,1909.6,America/New_York,3,15106,490001
Levittown,PA,Pennsylvania,42017,Bucks,40.1533,-74.8531,50930,1909.1,America/New_York,3,19054 19055 19056 19057 19058,765022
Pearl City,HI,Hawaii,15003,Honolulu,21.4031,-157.9566,45079,1908.5,Pacific/Honolulu,3,96782 96701,637001
Ferndale,MI,Michigan,26125,Oakland,42.4592,-83.1313,19156,1907.6,America/Detroit,3,48220,782447
Beaverton,OR,Oregon,41067,Washington,45.4779,-122.8168,97502,1907.5,America/Los_Angeles,3,97225 97003 97005 97007 97006 97008 97075 97076 97077 97079,600008
Baltimore Highlands,MD,Maryland,24005,Baltimore,39.2355,-76.6367,8564,1907.1,America/New_York,3,21227,799004
Lake Ridge,VA,Virginia,51153,Prince William,38.6847,-77.3066,45007,1906.1,America/New_York,3,22192,600056
Lochearn,MD,Maryland,24005,Baltimore,39.3461,-76.7307,27591,1905.6,America/New_York,3,21208 21207,152002
One Loudoun,VA,Virginia,51107,Loudoun,39.0505,-77.456,3126,1904.8,America/New_York,3,20147,160062
Waldwick,NJ,New Jersey,34003,Bergen,41.0133,-74.1259,10090,1903.8,America/New_York,3,07463,713403
Biscayne Park,FL,Florida,12086,Miami-Dade,25.8818,-80.1814,3056,1903.5,America/New_York,3,33161,441614
Troy,NY,New York,36083,Rensselaer,42.7354,-73.6751,51054,1903.2,America/New_York,3,12182 12180 12181,713104
Puhi,HI,Hawaii,15007,Kauai,21.9622,-159.3917,4381,1902.8,Pacific/Honolulu,3,96766,400086
Hacienda Heights,CA,California,06037,Los Angeles,33.997,-117.9727,54956,1902.6,America/Los_Angeles,3,91745 91716,689654
Kerman,CA,California,06019,Fresno,36.7248,-120.0625,16492,1902.4,America/Los_Angeles,3,93630,570011
Brockton,MA,Massachusetts,25023,Plymouth,42.0821,-71.0242,105080,1901.8,America/New_York,2,02301 02302 02303 02304 02305,854303
Burnt Mills,MD,Maryland,24031,Montgomery,39.034,-76.9983,4111,1901.8,America/New_York,3,20903 20901 20993,577501
Erie,PA,Pennsylvania,42049,Erie,42.1167,-80.0733,184332,1900.2,America/New_York,2,16546 16510 16508 16507 16502 16504 16503 16550 16501 16511 16512 16514 16522 16530 16534 16538 16541 16544 16553,221005
North Springfield,VA,Virginia,51059,Fairfax,38.8023,-77.2027,7511,1900.2,America/New_York,3,22151,144002
Southwest Greensburg,PA,Pennsylvania,42129,Westmoreland,40.2919,-79.5478,1927,1898.4,America/New_York,3,15601,625513
La Villa,TX,Texas,48215,Hidalgo,26.2964,-97.9269,2931,1897.5,America/Chicago,3,78562,231219
Wilmington Manor,DE,Delaware,10003,New Castle,39.6858,-75.5849,8030,1897.2,America/New_York,3,19720,110027
Lincoln Village,OH,Ohio,39049,Franklin,39.9532,-83.1314,8968,1897.1,America/New_York,3,43228,600119
Port Hueneme,CA,California,06111,Ventura,34.1618,-119.2036,21691,1897,America/Los_Angeles,3,93043 93041 93044,560062
Parma Heights,OH,Ohio,39035,Cuyahoga,41.3865,-81.7637,20616,1896.7,America/New_York,3,44130,673016
Millcreek,UT,Utah,49035,Salt Lake,40.6892,-111.8292,63342,1896.6,America/Denver,3,84117 84124 84109 84106 84107,415001
Royal Oak,MI,Michigan,26125,Oakland,42.5084,-83.1539,57880,1895.1,America/Detroit,3,48067 48073 48068,571428
Holtville,CA,California,06025,Imperial,32.8129,-115.3779,5606,1894.2,America/Los_Angeles,3,92250,639004
Bedford,TX,Texas,48439,Tarrant,32.8464,-97.135,49191,1893.6,America/Chicago,3,76022 76021 75064 76095,753003
Elmsford,NY,New York,36119,Westchester,41.0541,-73.8143,5183,1893.6,America/New_York,3,10523,585222
Moline Acres,MO,Missouri,29189,St. Louis,38.7456,-90.243,2806,1891.4,America/Chicago,3,63136 63137,244713
Lodi,CA,California,06077,San Joaquin,38.1218,-121.2932,72996,1891.1,America/Los_Angeles,3,95240 95242,411020
Seminole Manor,FL,Florida,12099,Palm Beach,26.5836,-80.1014,2161,1891,America/New_York,3,33462,390012
Calumet City,IL,Illinois,17031,Cook,41.6134,-87.5505,35253,1890.7,America/Chicago,3,60409,713303
Lincolnwood,IL,Illinois,17031,Cook,42.0054,-87.733,13179,1890.5,America/Chicago,3,60712,180010
Fontana,CA,California,06071,San Bernardino,34.0968,-117.4599,211921,1890.3,America/Los_Angeles,2,92335 92336 92337 92331 92334 92402,600069
California Polytechnic State University,CA,California,06079,San Luis Obispo,35.3053,-120.6655,7529,1890.1,America/Los_Angeles,3,93410 93405 93407,793002
Butler,PA,Pennsylvania,42019,Butler,40.8616,-79.8962,13306,1889.6,America/New_York,3,16001 16003,613402
Wood Village,OR,Oregon,41051,Multnomah,45.5358,-122.4205,4611,1889.2,America/Los_Angeles,3,97060,700060
Langdon Place,KY,Kentucky,21111,Jefferson,38.2865,-85.5849,931,1886.4,America/New_York,3,40242 40241,425001
Murray Hill,KY,Kentucky,21111,Jefferson,38.2905,-85.5872,589,1886.4,America/New_York,3,40242 40241,700085
Wynnewood,PA,Pennsylvania,42091,Montgomery,40.0029,-75.2707,2899,1885.5,America/New_York,4,19096,815301
Kendall,FL,Florida,12086,Miami-Dade,25.6697,-80.3556,78527,1883.3,America/New_York,3,33173 33176 33156 33116 33256 33283 33296,673310
Carrizales,PR,Puerto Rico,72065,Hatillo,18.4811,-66.7879,2757,1882.4,America/Puerto_Rico,3,00659,847304
Atwater,CA,California,06047,Merced,37.3529,-120.5959,32013,1882.2,America/Los_Angeles,3,95301,481661
Guayama,PR,Puerto Rico,72057,Guayama,17.9743,-66.1104,17815,1881.7,America/Puerto_Rico,3,00784 00785,641038
Olympia Heights,FL,Florida,12086,Miami-Dade,25.724,-80.3388,13179,1880.3,America/New_York,3,33165 33155,534202
Jennings Lodge,OR,Oregon,41005,Clackamas,45.3927,-122.6152,7732,1878.1,America/Los_Angeles,3,97267,332311
Willernie,MN,Minnesota,27163,Washington,45.0539,-92.9571,466,1875.5,America/Chicago,3,55090,577201
Springfield,MA,Massachusetts,25013,Hampden,42.1155,-72.5395,438889,1874.8,America/New_York,2,01151 01144 01118 01119 01129 01128 01107 01105 01104 01103 01109 01108 01101 01102 01111 01115 01138 01139 01152 01199,493118
Echelon,NJ,New Jersey,34007,Camden,39.8482,-74.9957,13577,1874.4,America/New_York,3,08043,273164
Winchester,MO,Missouri,29189,St. Louis,38.5897,-90.526,1914,1873.8,America/Chicago,3,63021,243502
Pleasant Hill,CA,California,06013,Contra Costa,37.9539,-122.0759,34335,1873.7,America/Los_Angeles,3,94523,560045
Morton Grove,IL,Illinois,17031,Cook,42.0423,-87.789,24687,1873.3,America/Chicago,3,60053,600016
New London,CT,Connecticut,09180,Southeastern Connecticut,41.3502,-72.1022,27199,1873,America/New_York,3,06320,400104
Brookhaven,PA,Pennsylvania,42045,Delaware,39.8715,-75.3918,8288,1873,America/New_York,3,19015,625014
Bethpage,NY,New York,36059,Nassau,40.7495,-73.4856,17334,1871.7,America/New_York,3,11714,491001
Jewett City,CT,Connecticut,09180,Southeastern Connecticut,41.607,-71.9806,3412,1869.5,America/New_York,3,06351,682020
Madison Park,NJ,New Jersey,34023,Middlesex,40.4454,-74.2966,8798,1868.2,America/New_York,3,08879 08859 08857,110081
Hypoluxo,FL,Florida,12099,Palm Beach,26.5634,-80.0531,2744,1868.2,America/New_York,3,33462,144001
Leisure Village,NJ,New Jersey,34029,Ocean,40.0445,-74.1852,6307,1867.5,America/New_York,3,08701,505212
Mount Healthy Heights,OH,Ohio,39061,Hamilton,39.2702,-84.5693,3547,1865.4,America/New_York,3,45231,431005
Woodland Beach,MI,Michigan,26115,Monroe,41.9419,-83.314,2509,1863.6,America/Detroit,3,48162,700126
Governors Village,NC,North Carolina,37037,Chatham,35.8519,-79.0258,2148,1863,America/New_York,3,27517,440002
Las Ollas,PR,Puerto Rico,72133,Santa Isabel,18.0142,-66.4207,912,1863,America/Puerto_Rico,3,00757,400051
Pottstown,PA,Pennsylvania,42091,Montgomery,40.2508,-75.6445,23392,1861.6,America/New_York,3,19464,781022
Center Line,MI,Michigan,26099,Macomb,42.4805,-83.0274,8448,1861.2,America/Detroit,3,48015,491445
Beechwood Village,KY,Kentucky,21111,Jefferson,38.2555,-85.6295,1305,1861,America/New_York,3,40207,342026
Greenbriar,FL,Florida,12103,Pinellas,28.0111,-82.7523,2344,1860.6,America/New_York,3,33763 34698,209601
Santa Maria,CA,California,06083,Santa Barbara,34.9333,-120.4431,144857,1859.9,America/Los_Angeles,2,93454 93455 93458,212635
Mayfield Heights,OH,Ohio,39035,Cuyahoga,41.5174,-81.4534,20082,1859.8,America/New_York,3,44124,391330
Sloan,NY,New York,36029,Erie,42.8921,-78.7918,3757,1859.8,America/New_York,3,14206 14212,534005
Woodbridge,VA,Virginia,51153,Prince William,38.6409,-77.258,43443,1859.2,America/New_York,3,22191 22194 22195,400071
Portland,OR,Oregon,41051,Multnomah,45.5371,-122.65,2084045,1858.9,America/Los_Angeles,1,97227 97221 97220 97229 97203 97202 97201 97206 97205 97204 97209 97208 97258 97266 97219 97213 97236 97232 97233 97230 97239 97218 97214 97215 97216 97217 97210 97211 97212 97207 97228 97238 97240 97242 97250 97251 97252 97253 97254 97256 97280 97282 97283 97286 97290 97291 97292 97293 97294,562107
Rockcreek,OR,Oregon,41067,Washington,45.5526,-122.876,9463,1858,America/Los_Angeles,3,97229,500092
Westmont,IL,Illinois,17043,DuPage,41.7948,-87.9742,24201,1856.6,America/Chicago,3,60559,391410
Beaver,PA,Pennsylvania,42007,Beaver,40.6936,-80.3074,4403,1856.2,America/New_York,3,15009,700038
Corozal,PR,Puerto Rico,72047,Corozal,18.341,-66.3124,10672,1855.7,America/Puerto_Rico,3,00783,752104
Timberlake,OH,Ohio,39085,Lake,41.6655,-81.4428,629,1855.5,America/New_York,3,44095,160059
Sunbury,PA,Pennsylvania,42097,Northumberland,40.8616,-76.7871,9643,1855.4,America/New_York,3,17801,226001
Waynesburg,PA,Pennsylvania,42059,Greene,39.8983,-80.1855,3868,1854.5,America/New_York,3,15370,212201
Roseville,MI,Michigan,26099,Macomb,42.5074,-82.9369,47240,1854.3,America/Detroit,3,48066,456006
Edmonds,WA,Washington,53061,Snohomish,47.8115,-122.3533,42783,1852.6,America/Los_Angeles,3,98026 98020,181123
Western Springs,IL,Illinois,17031,Cook,41.8023,-87.9006,13353,1851.5,America/Chicago,3,60558,585401
Riviera Beach,MD,Maryland,24003,Anne Arundel,39.1623,-76.5257,12608,1850.7,America/New_York,3,21122 21226,403707
Uniontown,PA,Pennsylvania,42051,Fayette,39.8993,-79.7246,9819,1849.2,America/New_York,3,15401,530052
Roy,UT,Utah,49057,Weber,41.1714,-112.0485,39021,1848.9,America/Denver,3,84067,110076
Gresham,OR,Oregon,41051,Multnomah,45.5021,-122.4413,112818,1848.5,America/Los_Angeles,2,97030 97233 97230 97080,690533
Santa Cruz,CA,California,06087,Santa Cruz,36.9789,-122.0346,165263,1847.3,America/Los_Angeles,2,95065 95064 95060 95062 95061 95063 95067,410208
Apollo,PA,Pennsylvania,42005,Armstrong,40.5848,-79.5647,1454,1847.3,America/New_York,3,15613,531027
Lafayette,OR,Oregon,41071,Yamhill,45.2463,-123.1115,4428,1846.7,America/Los_Angeles,3,97127,515425
Cohoes,NY,New York,36001,Albany,42.7732,-73.7077,18043,1846.5,America/New_York,3,12047,400023
Ludlow,KY,Kentucky,21117,Kenton,39.0904,-84.5498,4378,1846.1,America/New_York,3,41016,570022
Haddon Heights,NJ,New Jersey,34007,Camden,39.8792,-75.0645,7488,1845.9,America/New_York,3,08035,334001
Phillipsburg,NJ,New Jersey,34041,Warren,40.6894,-75.1821,15251,1845.5,America/New_York,3,08865,847225
Telford,PA,Pennsylvania,42017,Bucks,40.3259,-75.3274,4814,1845.4,America/New_York,3,18969,632403
Seacliff,CA,California,06087,Santa Cruz,36.977,-121.9176,3488,1845.3,America/Los_Angeles,3,95003,414003
Hazel Dell,WA,Washington,53011,Clark,45.6797,-122.6553,23086,1844.1,America/Los_Angeles,3,98665,560030
Ladera Ranch,CA,California,06059,Orange,33.5492,-117.6417,23609,1843.3,America/Los_Angeles,3,92694,788151
Clarendon Hills,IL,Illinois,17043,DuPage,41.7981,-87.9568,8642,1843.3,America/Chicago,3,60514,500027
Hillsboro Beach,FL,Florida,12011,Broward,26.2837,-80.0796,2020,1843.2,America/New_York,3,33062,700157
Carpentersville,IL,Illinois,17089,Kane,42.1227,-88.2896,37544,1843.1,America/Chicago,3,60110,444506
Gettysburg,PA,Pennsylvania,42001,Adams,39.8304,-77.2339,7929,1843,America/New_York,3,17325,431605
Selden,NY,New York,36103,Suffolk,40.8714,-73.0466,21707,1842.4,America/New_York,3,11784,395001
Bull Mountain,OR,Oregon,41067,Washington,45.4125,-122.832,9465,1841.7,America/Los_Angeles,3,97224 97223 97140,695010
Candelaria,PR,Puerto Rico,72137,Toa Baja,18.4042,-66.2175,14319,1841.3,America/Puerto_Rico,3,00949,802101
Whitfield,PA,Pennsylvania,42011,Berks,40.3362,-76.0053,5346,1839.4,America/New_York,3,19609 19608 19610,670643
East Rochester,NY,New York,36055,Monroe,43.1122,-77.4869,6263,1839,America/New_York,3,14445,462030
Four Corners,TX,Texas,48157,Fort Bend,29.6705,-95.6596,11490,1838.3,America/Chicago,3,77498 77083,500060
West Springfield,VA,Virginia,51059,Fairfax,38.7771,-77.2268,22905,1838.1,America/New_York,3,22152,302017
El Portal,FL,Florida,12086,Miami-Dade,25.8556,-80.1954,1979,1837.9,America/New_York,3,33138 33150,852131
Hightstown,NJ,New Jersey,34021,Mercer,40.2686,-74.5253,5869,1837.4,America/New_York,3,08520,627003
Bellaire,TX,Texas,48201,Harris,29.704,-95.4621,17116,1837.3,America/Chicago,3,77401 77402,638008
Villa Park,IL,Illinois,17043,DuPage,41.8865,-87.9779,22456,1836.3,America/Chicago,3,60181,110067
Berwyn Heights,MD,Maryland,24033,Prince George's,38.9928,-76.9132,3306,1836.3,America/New_York,3,20740,380061
Central Point,OR,Oregon,41029,Jackson,42.3764,-122.9111,19183,1834.6,America/Los_Angeles,3,97502,110091
San Anselmo,CA,California,06041,Marin,37.9821,-122.5699,12711,1834.5,America/Los_Angeles,3,94960 94978 94979,482005
St. Louis,MO,Missouri,29510,St. Louis,38.6359,-90.2451,2127843,1833.6,America/Chicago,1,63110 63111 63112 63113 63115 63116 63118 63120 63107 63106 63104 63103 63102 63101 63109 63108 63155 63139 63137 63143 63147 63150 63156 63157 63158 63160 63163 63164 63166 63169 63177 63178 63179 63180 63188 63197,400103
Ceiba,PR,Puerto Rico,72037,Ceiba,18.265,-65.6488,5224,1832.8,America/Puerto_Rico,3,00735,110049
Mifflintown,PA,Pennsylvania,42067,Juniata,40.5713,-77.3951,800,1832.7,America/New_York,3,17059,110060
Ridgewood,OH,Ohio,39061,Hamilton,39.1899,-84.4343,477,1830.8,America/New_York,3,45213,711101
Santa Isabel,PR,Puerto Rico,72133,Santa Isabel,17.9691,-66.4051,4850,1830.1,America/Puerto_Rico,3,00757,246149
Goshen,KY,Kentucky,21185,Oldham,38.4026,-85.5823,1004,1828.2,America/New_York,3,40026,335001
Sarasota Springs,FL,Florida,12115,Sarasota,27.3087,-82.4746,12669,1828.1,America/New_York,3,34232,474009
West Fairview,PA,Pennsylvania,42041,Cumberland,40.2777,-76.9196,1221,1826.8,America/New_York,3,17025,600026
Ruston,WA,Washington,53053,Pierce,47.2982,-122.5103,1293,1825.6,America/Los_Angeles,3,98407,302029
Cleveland,OH,Ohio,39035,Cuyahoga,41.4764,-81.6805,1679247,1825.4,America/New_York,1,44135 44120 44119 44113 44112 44111 44110 44115 44114 44144 44128 44127 44104 44105 44106 44101 44102 44103 44108 44109 44181 44190 44191 44192 44193 44194 44195 44197 44198 44199,422002
Miami Springs,FL,Florida,12086,Miami-Dade,25.8195,-80.2894,13606,1824.8,America/New_York,3,33166 33011,641604
Richgrove,CA,California,06107,Tulare,35.7966,-119.1069,2136,1824.6,America/Los_Angeles,3,93261,574104
Cranford,NJ,New Jersey,34039,Union,40.6548,-74.3053,1783,1823.7,America/New_York,3,07016,562122
University of California-Davis,CA,California,06113,Yolo,38.5378,-121.7579,8158,1823.6,America/Los_Angeles,3,95616,462001
Sleepy Hollow,NY,New York,36119,Westchester,41.0936,-73.8722,10592,1823.2,America/New_York,3,10591,786602
Wheaton,IL,Illinois,17043,DuPage,41.8561,-88.1085,53453,1823.1,America/Chicago,3,60187 60189,600044
Laguna Hills,CA,California,06059,Orange,33.5918,-117.6991,30921,1823.1,America/Los_Angeles,3,92653,614904
Casa Loma,CA,California,06029,Kern,35.3433,-118.9987,1836,1822.1,America/Los_Angeles,3,93307,360311
Ventnor City,NJ,New Jersey,34001,Atlantic,39.3457,-74.486,9220,1820.6,America/New_York,3,08406,273008
South Temple,PA,Pennsylvania,42011,Berks,40.399,-75.9223,1821,1820,America/New_York,3,19560,411015
Palatine,IL,Illinois,17031,Cook,42.118,-88.043,66548,1819.9,America/Chicago,3,60074 60067 60055 60095,390020
Miramar,FL,Florida,12011,Broward,25.9773,-80.3351,135986,1819.7,America/New_York,2,33029 33025 33023 33027,695543
Glendale,MO,Missouri,29189,St. Louis,38.5935,-90.3826,6111,1819.6,America/Chicago,3,63122,515004
Middletown,PA,Pennsylvania,42043,Dauphin,40.201,-76.7289,9567,1819.2,America/New_York,3,17057,462016
Cataño,PR,Puerto Rico,72033,Cataño,18.4375,-66.144,22768,1819.1,America/Puerto_Rico,3,00949 00962 00963,700133
River Ridge,LA,Louisiana,22051,Jefferson,29.9593,-90.2202,13170,1818.8,America/Chicago,3,70123 70183,574231
Upland,PA,Pennsylvania,42045,Delaware,39.8562,-75.3796,3056,1818,America/New_York,3,19015 19013,415523
Lyons,IL,Illinois,17031,Cook,41.8119,-87.8191,10391,1817.5,America/Chicago,3,60534 60525,534447
Ben Avon,PA,Pennsylvania,42003,Allegheny,40.5058,-80.0814,1919,1816.5,America/New_York,3,15202,495454
Dobbs Ferry,NY,New York,36119,Westchester,41.0127,-73.8697,11397,1816.3,America/New_York,3,10522,110001
East Pittsburgh,PA,Pennsylvania,42003,Allegheny,40.3969,-79.8382,1822,1815,America/New_York,3,15112,110031
Los Altos,CA,California,06085,Santa Clara,37.3684,-122.0965,30736,1814.6,America/Los_Angeles,3,94022 94024 94023,628002
Blue Mound,TX,Texas,48439,Tarrant,32.8543,-97.3383,2372,1814.5,America/Chicago,3,76131,400614
Rutgers University-Busch Campus,NJ,New Jersey,34023,Middlesex,40.5214,-74.4654,5747,1814.2,America/New_York,3,08854,132117
Talent,OR,Oregon,41029,Jackson,42.2404,-122.7807,6271,1814.1,America/Los_Angeles,3,97540,679303
Youngtown,AZ,Arizona,04013,Maricopa,33.5846,-112.3048,6985,1813.7,America/Phoenix,3,85363,600085
Dellwood,MO,Missouri,29189,St. Louis,38.7564,-90.2766,4869,1813.6,America/Chicago,3,63136 63135,834005
Irvine,CA,California,06059,Orange,33.6772,-117.7738,308160,1813.4,America/Los_Angeles,2,92617 92614 92612 92618 92697 92620 92602 92603 92604 92606 92616 92619 92650 92698,691602
Blacklick Estates,OH,Ohio,39049,Franklin,39.9049,-82.8655,8867,1813.3,America/New_York,3,43232,327001
Piedra Aguza,PR,Puerto Rico,72075,Juana Díaz,18.0338,-66.4955,2967,1812.8,America/Puerto_Rico,3,00795,394101
Ingenio,PR,Puerto Rico,72137,Toa Baja,18.4453,-66.2239,2547,1811.8,America/Puerto_Rico,3,00949,360006
Tropical Park,FL,Florida,12009,Brevard,28.3805,-80.7075,2567,1811.5,America/New_York,3,32953,415712
Wantagh,NY,New York,36059,Nassau,40.6686,-73.5104,17964,1811.1,America/New_York,3,11793,583104
Las Carolinas,PR,Puerto Rico,72025,Caguas,18.2539,-66.0658,2040,1811.1,America/Puerto_Rico,3,00727,517501
Fresno,CA,California,06019,Fresno,36.783,-119.7939,724547,1810.8,America/Los_Angeles,2,93740 93741 93730 93650 93702 93703 93701 93706 93704 93705 93722 93728 93720 93721 93726 93727 93711 93710 93707 93708 93709 93714 93715 93716 93717 93718 93724 93729 93744 93745 93750 93755 93760 93761 93764 93765 93771 93772 93774 93775 93776 93777 93778 93779 93790 93791 93792 93793 93794 93844,400070
Sonoma State University,CA,California,06097,Sonoma,38.3406,-122.6729,1957,1810.3,America/Los_Angeles,3,94928,600094
Meadow Vale,KY,Kentucky,21111,Jefferson,38.2833,-85.5725,943,1810.1,America/New_York,3,40242 40241,534001
Meadowbrook Farm,KY,Kentucky,21111,Jefferson,38.2783,-85.5748,111,1810.1,America/New_York,3,40223,600075
River Road,OR,Oregon,41039,Lane,44.0833,-123.132,8462,1808.5,America/Los_Angeles,3,97404,284003
El Lago,TX,Texas,48201,Harris,29.5731,-95.044,3016,1808.5,America/Chicago,3,77586,600047
Maple Valley,WA,Washington,53033,King,47.3659,-122.0368,28121,1808.4,America/Los_Angeles,3,98038,600113
Ocean Grove,MA,Massachusetts,25005,Bristol,41.7281,-71.2098,3099,1808.2,America/New_York,3,02777,700056
Los Banos,CA,California,06047,Merced,37.063,-120.8406,46776,1806.6,America/Los_Angeles,3,93635,501301
Albany,NY,New York,36001,Albany,42.6664,-73.7987,602242,1805.4,America/New_York,2,12208 12209 12204 12206 12207 12202 12203 12205 12210 12226 12222 12201 12223 12228 12229 12230 12231 12232 12233 12234 12235 12236 12237 12238 12239 12240 12241 12242 12243 12244 12245 12246 12248 12250 12255 12257 12260 12261,322201
Miami Shores,FL,Florida,12086,Miami-Dade,25.867,-80.1779,11627,1805.3,America/New_York,3,33141 33138 33153,609602
Brookhaven,GA,Georgia,13089,DeKalb,33.8743,-84.3314,57224,1804.9,America/New_York,3,30329 30324 30319 31119,391740
Clovis,CA,California,06019,Fresno,36.8278,-119.683,122719,1804.6,America/Los_Angeles,2,93611 93612 93619 93613 93747,421601
Pasadena Hills,MO,Missouri,29189,St. Louis,38.7083,-90.2921,1104,1804.1,America/Chicago,3,63121,271801
Glen Echo Park,MO,Missouri,29189,St. Louis,38.7009,-90.2965,98,1804.1,America/Chicago,3,63121,173211
Niagara University,NY,New York,36063,Niagara,43.1372,-79.0352,1341,1803.9,America/Toronto,3,14109,534239
Leechburg,PA,Pennsylvania,42005,Armstrong,40.6302,-79.6022,2052,1803.4,America/New_York,3,15656,411026
Las Lomas,TX,Texas,48427,Starr,26.3638,-98.7748,1836,1803.1,America/Chicago,3,78582,226020
Hellertown,PA,Pennsylvania,42095,Northampton,40.5812,-75.3378,6119,1801.2,America/New_York,3,18055,180001
Roslyn Heights,NY,New York,36059,Nassau,40.7788,-73.6396,6881,1800.6,America/New_York,3,11577,440008
St. Louis Park,MN,Minnesota,27053,Hennepin,44.9488,-93.3649,49541,1800.5,America/Chicago,3,55426 55416,686579
Denver,CO,Colorado,08031,Denver,39.762,-104.8758,2691349,1800.3,America/Denver,1,80264 80266 80230 80231 80236 80237 80235 80238 80239 80123 80249 80247 80246 80290 80293 80294 80218 80210 80212 80216 80221 80220 80223 80222 80224 80227 80219 80211 80209 80207 80206 80205 80204 80202 80203 80208 80217 80243 80248 80250 80256 80257 80259 80261 80265 80271 80273 80274 80281 80291 80299,534312
