order_id,order_date,ship_date,status,sales_channel,ship_mode,product_uin,shipment_status,qty,local currency,ship_postal_code,emp_code,customer_id,Currency
405-1388573-8161940,8/13/2025,08/16/2022 09:29:16 AM,Shipped,Partner Sale,Economy 10,B08XQ8MJZG,Shipped,1,42913.50,600116,E-464,VW-21775,8
402-4701511-9043505,8/13/2025,08/16/2022 05:57:32 PM,Shipped,Partner Sale,Standard 7,B08XWBRM8L,Shipped,1,419868.24,600091,E-049,LH-16900,17
405-7592275-2124351,8/13/2025,08/21/2022 02:43:45 PM,Shipped,Partner Sale,Standard 7,B0983D28F9,Shipped,1,44874.02,493118,E-568,LW-17125,8
404-9457998-7105966,8/13/2025,08/17/2022 03:08:58 PM,Shipped - Delivered to Buyer,Partner Sale,Express 3,B08YYZCTJX,Shipped,1,14155.51,560068,E-354,CD-12790,15
403-3506075-8494748,8/13/2025,08/16/2022 07:31:37 PM,Shipped,Partner Sale,Standard 7,B099NWNGVK,Shipped,1,69037.34,500087,E-566,CH-12070,22
405-5086982-2951505,8/13/2025,08/19/2022 06:27:37 PM,Shipped,Partner Sale,Express 3,B08RP4JJPD,Shipped,1,23505.20,400076,E-078,RB-19465,6
408-4324925-0068325,8/13/2025,08/19/2022 05:50:01 PM,Shipped,Partner Sale,Standard 7,B08YYXSP8X,Shipped,1,0.00,560066,E-299,CS-12400,23
171-2426047-7037912,8/13/2025,08/18/2022 02:35:59 PM,Shipped,Partner Sale,Economy 10,B09TH7XJXH,Shipped,1,88896.81,389350,E-339,HM-14980,20
171-5447290-1046742,8/13/2025,08/19/2022 10:18:03 AM,Shipped - Delivered to Buyer,Partner Sale,Economy 10,B08PCRPSKP,Shipped,1,3510.47,577181,E-045,BP-11290,9
404-9378239-9170715,8/13/2025,08/19/2022 05:32:29 PM,Shipped,Partner Sale,Economy 10,B0922V149M,Shipped,1,12907.33,180004,E-561,SZ-20035,15
408-7509417-3679557,8/13/2025,08/19/2022 03:31:57 PM,Shipped - Delivered to Buyer,Partner Sale,Same Day 0,B098114JLC,Shipped,1,0.00,226021,E-093,GD-14590,8
408-2067408-8556326,8/13/2025,08/19/2022 04:15:53 PM,Shipped,Partner Sale,Same Day 0,B09831P2JC,Shipped,1,9379.87,572201,E-353,LH-17020,4
403-7482549-7573918,8/13/2025,08/17/2022 11:12:30 AM,Shipped,Partner Sale,Standard 7,B0894X711G,Shipped,1,13310159.72,829104,E-174,CS-12130,19
404-1388256-2197916,8/13/2025,08/22/2022 02:11:16 PM,Shipped,Partner Sale,Same Day 0,B09831N6TV,Shipped,1,5058.78,382870,E-039,GT-14755,5
171-7556543-2541952,8/13/2025,08/16/2022 07:10:45 PM,Shipped,Partner Sale,Economy 10,B07HYT8XL9,Shipped,1,2427.40,560109,E-248,AC-10660,5
407-7998235-3509160,8/13/2025,08/18/2022 09:59:06 AM,Shipped,Partner Sale,Economy 10,B08KRZRSCL,Shipped,1,2527.69,613401,E-019,DM-13345,10
171-1931805-8624330,8/13/2025,08/19/2022 12:50:33 PM,Shipped - Delivered to Buyer,Partner Sale,Express 3,B0894YFQ5R,Shipped,1,57229.46,686533,E-093,GH-14485,22
171-2451430-3088317,8/13/2025,08/19/2022 02:38:23 PM,Shipped,Partner Sale,Same Day 0,B08QGN4BSR,Shipped,1,188406763.10,700136,E-237,BH-11710,14
408-9469866-8834737,8/13/2025,08/17/2022 02:18:15 PM,Shipped - Delivered to Buyer,Partner Sale,Same Day 0,B08W8DJG7F,Shipped,1,4181.91,401202,E-108,JS-16030,9
408-2634350-7193146,8/13/2025,08/18/2022 12:57:36 PM,Shipped,Partner Sale,Economy 10,B08HK4W6YT,Shipped,1,0.00,400063,E-237,RE-19405,23
402-6256320-3573918,8/13/2025,08/17/2022 12:25:50 PM,Shipped,Partner Sale,Standard 7,B081WSCKPQ,Shipped,1,2912.01,584128,E-177,LC-17050,9
408-0047281-1921957,8/13/2025,08/18/2022 02:46:49 PM,Shipped,Partner Sale,Economy 10,B0894WV6S6,Shipped,1,46017.65,110017,E-045,VD-21670,8
171-8604696-1872335,8/13/2025,08/18/2022 06:41:22 PM,Shipped,Partner Sale,Economy 10,B082W84Q2J,Shipped,1,343831.94,573211,E-195,DM-13345,16
403-6797061-1693150,8/13/2025,08/21/2022 03:21:55 PM,Shipped,Partner Sale,Standard 7,B0986X1Z7J,Shipped,1,51627.18,462003,E-017,AH-10030,22
405-5171839-6620320,8/13/2025,08/16/2022 07:34:44 PM,Shipped - Delivered to Buyer,Partner Sale,Economy 10,B09KXPYTCZ,Shipped,1,915239.34,415523,E-278,AM-10360,13
404-6748118-7209106,8/13/2025,08/16/2022 04:57:14 PM,Shipped,Partner Sale,Same Day 0,B08XNJ19QH,Shipped,1,53575.67,400008,E-475,PN-18775,12
405-9316127-3545168,8/13/2025,08/17/2022 05:41:32 PM,Shipped,Partner Sale,Express 3,B0894WWGK9,Shipped,1,1424009.00,502032,E-281,AC-10420,18
402-8999736-1954726,8/13/2025,08/21/2022 05:32:28 PM,Shipped,Partner Sale,Express 3,B089G2L483,Shipped,1,805639.69,500076,E-142,EG-13900,18
171-8247654-6558748,8/13/2025,08/19/2022 12:36:10 PM,Shipped - Delivered to Buyer,Partner Sale,Same Day 0,B09SDXFFQ1,Shipped,1,43426.91,641005,E-258,PO-18865,6
406-3448601-1796362,8/13/2025,08/19/2022 06:23:48 PM,Shipped - Delivered to Buyer,Partner Sale,Standard 7,B08WJ2JV9M,Shipped,1,63521.25,781101,E-015,CS-12130,22
406-2229353-3663535,8/13/2025,08/19/2022 09:24:22 AM,Shipped,Partner Sale,Economy 10,B099NPFSX3,Shipped,1,28690.35,431003,E-268,KM-16225,11
406-5536998-1222764,8/13/2025,08/16/2022 03:24:03 PM,Shipped,Partner Sale,Economy 10,B097ZZNTK2,Shipped,1,6933.97,400050,E-478,NB-18580,2
405-6412414-5837968,8/13/2025,08/21/2022 09:51:57 AM,Shipped,Partner Sale,Standard 7,B08N4XHHCQ,Shipped,1,6772.48,560061,E-562,SH-20635,1
403-7521738-4641139,8/13/2025,08/18/2022 03:10:49 PM,Shipped,Partner Sale,Economy 10,B07G4XY9TP,Shipped,1,23842.22,695527,E-352,MD-17860,11
403-8336954-3567500,8/13/2025,08/19/2022 09:46:49 AM,Shipped,Partner Sale,Standard 7,B092D2XF1X,Shipped,1,89373.04,680306,E-568,NG-18355,20
407-5319842-9837951,8/13/2025,08/22/2022 01:19:42 PM,Shipped - Delivered to Buyer,Partner Sale,Standard 7,B0822TFD7Y,Shipped,1,990396.37,325202,E-259,AC-10660,18
402-7120247-7158727,8/13/2025,08/16/2022 11:42:58 AM,Shipped - Delivered to Buyer,Partner Sale,Economy 10,B09812MNZC,Shipped,1,16429.95,421201,E-255,JD-16060,21
403-6574556-1329104,8/13/2025,08/21/2022 02:24:33 PM,Shipped - Delivered to Buyer,Partner Sale,Standard 7,B081WSGX1L,Shipped,1,2912.01,332001,E-356,LF-17185,9
405-5589494-4288317,8/13/2025,08/21/2022 04:31:12 PM,Shipped,Partner Sale,Express 3,B09QJ35SR5,Shipped,1,115089.62,422008,E-096,GT-14710,20
403-1609571-2276330,8/13/2025,08/22/2022 06:46:52 PM,Shipped,Partner Sale,Standard 7,B09RK67T5V,Shipped,1,5262.05,523001,E-141,LD-17005,9
403-6315158-6645160,8/13/2025,08/16/2022 03:25:40 PM,Shipped,Partner Sale,Standard 7,B09SDYLJZ5,Shipped,1,118652059.75,600100,E-072,KC-16255,14
405-6641926-7770765,8/13/2025,08/17/2022 06:05:17 PM,Shipped,Partner Sale,Express 3,B09TH73PT5,Shipped,1,10977.60,401107,E-153,SS-20515,2
406-2009045-3626709,8/13/2025,08/17/2022 03:55:58 PM,Shipped - Delivered to Buyer,Partner Sale,Standard 7,B07S8WFN2J,Shipped,1,48893.25,452001,E-271,SV-20935,20
404-7483087-0995562,8/13/2025,08/22/2022 09:34:32 AM,Shipped,Partner Sale,Same Day 0,B09QJ4HWCC,Shipped,1,2233068.13,412207,E-261,JK-15325,13
402-9301380-6465901,8/13/2025,08/21/2022 01:16:37 PM,Shipped,Partner Sale,Express 3,B07RPVRTYW,Shipped,1,4657.62,134116,E-249,SF-20965,5
404-7208664-2393923,8/13/2025,08/17/2022 10:33:06 AM,Shipped,Partner Sale,Standard 7,B0983FZD5K,Shipped,1,10451.12,680005,E-059,FH-14275,9
405-9442254-2207515,8/13/2025,08/17/2022 11:22:59 AM,Shipped - Delivered to Buyer,Partner Sale,Same Day 0,B09PY99SVJ,Shipped,1,3685.62,689695,E-335,CC-12475,9
405-1905320-9467522,8/13/2025,08/21/2022 11:49:21 AM,Shipped,Partner Sale,Express 3,B09TH4D6DQ,Shipped,1,63338.98,400709,E-039,LW-17215,20
403-5278114-7714731,8/13/2025,08/16/2022 03:05:22 PM,Shipped,Partner Sale,Economy 10,B07R5XG4MP,Shipped,1,6110.80,734006,E-040,SJ-20500,1
406-0725412-6539542,8/13/2025,08/17/2022 01:39:14 PM,Shipped,Partner Sale,Express 3,B08N4RDVZP,Shipped,1,58151940.81,500046,E-478,SH-19975,14
407-8810609-0030726,8/13/2025,08/16/2022 11:10:20 AM,Shipped,Partner Sale,Standard 7,B094FRW46T,Shipped,1,52747.63,700052,E-173,RO-19780,22
404-3967784-2510756,8/13/2025,08/16/2022 10:28:32 AM,Shipped,Partner Sale,Economy 10,B08YYTTNY5,Shipped,1,42836.29,560004,E-255,JR-15670,11
404-9933073-6187548,8/13/2025,08/17/2022 03:09:46 PM,Shipped - Delivered to Buyer,Partner Sale,Express 3,B081X4KQ14,Shipped,1,5655.48,403202,E-477,NB-18580,23
407-9471868-9941152,8/13/2025,08/16/2022 12:31:46 PM,Shipped - Returned to Seller,Partner Sale,Same Day 0,B0894WT213,Shipped,1,9821.55,500074,E-233,TT-21265,4
406-5003365-4207520,8/13/2025,08/17/2022 05:05:55 PM,Shipped,Partner Sale,Standard 7,B082W7DFR9,Shipped,1,4956.11,400601,E-341,CB-12415,1
406-2845578-0589919,8/13/2025,08/19/2022 02:04:22 PM,Shipped,Partner Sale,Express 3,B081WSWWL7,Shipped,1,25259.40,500018,E-252,XP-21865,12
408-4778580-2750726,8/13/2025,08/17/2022 02:35:20 PM,Shipped - Delivered to Buyer,Partner Sale,Same Day 0,B09K3TFNR8,Shipped,1,5721136.62,500083,E-002,JG-15160,19
404-4828874-9710749,8/13/2025,08/19/2022 04:46:43 PM,Shipped - Delivered to Buyer,Partner Sale,Same Day 0,B08B3ZYRNS,Shipped,1,1549693.82,560043,E-271,TT-21070,18
407-8102500-9572349,8/13/2025,10/28/2022 04:22:38 PM,Shipped,Partner Sale,Same Day 0,B08QGKXGSQ,Shipped,1,127301.07,500009,E-038,DN-13690,22
171-1329256-7336316,8/13/2025,08/17/2022 04:27:28 PM,Shipped,Partner Sale,Express 3,B09265RNHH,Shipped,1,35759.31,751030,E-276,PO-18850,21
405-1830249-3516336,8/13/2025,08/16/2022 10:43:03 AM,Shipped,Partner Sale,Same Day 0,B09K3PDMBM,Shipped,1,6962.26,110092,E-336,MY-17380,4
402-1378783-3633146,8/13/2025,08/19/2022 11:42:51 AM,Shipped,Partner Sale,Standard 7,B08XQ8MCKP,Shipped,1,9257198.47,500085,E-038,JE-16165,19
407-2302183-9479539,8/13/2025,10/28/2022 01:59:18 PM,Shipped - Delivered to Buyer,Partner Sale,Same Day 0,B09NQ44RNV,Shipped,1,8500.17,207123,E-576,CM-12115,2
403-4879052-1269967,8/13/2025,08/19/2022 10:38:05 AM,Shipped - Delivered to Buyer,Partner Sale,Standard 7,B09VC4TPX8,Shipped,1,44244.17,122107,E-060,DR-12940,12
406-6610772-7989108,8/13/2025,08/22/2022 11:57:46 AM,Shipped,Partner Sale,Same Day 0,B099NSZBST,Shipped,1,37370.09,500090,E-279,JL-15505,21
402-4265646-8013907,8/13/2025,08/19/2022 02:04:42 PM,Shipped - Delivered to Buyer,Partner Sale,Economy 10,B08CMMN974,Shipped,1,4619.80,411017,E-192,TC-21535,9
404-6564503-4192365,8/13/2025,08/17/2022 03:08:42 PM,Shipped,Partner Sale,Standard 7,B0894WMVMW,Shipped,1,97134.94,190001,E-015,LW-17125,22
405-7466456-1414722,8/13/2025,08/19/2022 12:37:29 PM,Shipped,Partner Sale,Economy 10,B081X4S826,Shipped,1,2957.76,221011,E-280,BS-11665,5
404-2202434-2291520,8/13/2025,08/18/2022 06:13:11 PM,Shipped - Delivered to Buyer,Partner Sale,Economy 10,B08XQBC8FV,Shipped,1,42394.39,400007,E-049,DC-12850,6
407-5162224-8441951,8/13/2025,08/19/2022 05:03:02 PM,Shipped,Partner Sale,Standard 7,B08N4BTR9G,Shipped,1,283716.34,201011,E-200,RA-19285,16
405-1841961-2843548,8/13/2025,08/19/2022 02:32:04 PM,Shipped,Partner Sale,Same Day 0,B09SDXG1CP,Shipped,1,21871.54,411004,E-239,CC-12685,15
407-7003976-1631535,8/13/2025,08/16/2022 07:10:07 PM,Shipped,Partner Sale,Standard 7,B099NNC9GP,Shipped,1,501482.43,500084,E-059,BD-11320,18
407-0846987-7333153,8/13/2025,08/22/2022 11:44:53 AM,Shipped - Delivered to Buyer,Partner Sale,Standard 7,B08YZ243V6,Shipped,1,3612.64,143001,E-086,VG-21805,9
403-3911581-6193906,8/13/2025,08/16/2022 06:12:44 PM,Shipped,Partner Sale,Standard 7,B09NDKN86H,Shipped,1,488256.02,800003,E-171,MM-17920,16
402-3640314-5432350,8/13/2025,08/17/2022 05:48:01 PM,Shipped - Delivered to Buyer,Partner Sale,Standard 7,B09SDXFFQ1,Shipped,1,10003.03,686691,E-098,KH-16690,1
171-6026597-0374762,8/13/2025,08/16/2022 05:51:38 PM,Shipped,Partner Sale,Standard 7,B09M6TZJYC,Shipped,1,62907.17,190012,E-169,KD-16270,12
403-1166418-4001913,8/13/2025,08/16/2022 11:24:32 AM,Shipped,Partner Sale,Standard 7,B08XNDL1DL,Shipped,1,153823.23,788107,E-195,KD-16615,20
402-0914327-1229900,8/13/2025,08/17/2022 03:21:16 PM,Shipped,Partner Sale,Express 3,B0893FR8YK,Shipped,1,1906.86,403802,E-283,PB-19210,10
402-3061117-0985163,8/13/2025,08/19/2022 06:20:25 PM,Shipped,Partner Sale,Express 3,B08TZWD17Q,Shipped,1,35073.56,682039,E-061,DA-13450,12
402-6351445-1799502,8/13/2025,08/16/2022 02:46:37 PM,Shipped,Partner Sale,Economy 10,B081WSWWL7,Shipped,1,40594.99,686019,E-565,RF-19345,22
408-4291439-9033962,8/13/2025,08/19/2022 09:36:08 AM,Shipped,Partner Sale,Same Day 0,B08MXDQM44,Shipped,1,6707.61,421301,E-350,DH-13075,1
406-4787502-8287506,8/13/2025,08/22/2022 11:48:38 AM,Shipped,Partner Sale,Same Day 0,B08W9KC8JH,Shipped,1,38932.38,141003,E-341,GH-14665,6
407-4096487-9134722,8/13/2025,08/21/2022 06:02:07 PM,Shipped,Partner Sale,Express 3,B082W7HW86,Shipped,1,5539.94,560109,E-481,DS-13180,1
406-7515110-0270723,8/13/2025,08/17/2022 01:32:57 PM,Shipped - Delivered to Buyer,Partner Sale,Express 3,B09RKF9GZQ,Shipped,1,15875.52,575003,E-180,LD-17005,2
408-8613751-5822743,8/13/2025,08/17/2022 07:05:01 PM,Shipped,Partner Sale,Standard 7,B099NMFGMJ,Shipped,1,19204.83,641043,E-267,DL-13315,3
403-9858801-9037935,8/13/2025,08/18/2022 09:26:40 AM,Shipped,Partner Sale,Economy 10,B09NQ3MPRM,Shipped,1,8500.17,500054,E-049,DF-13135,2
408-4385189-4298758,8/13/2025,08/19/2022 01:21:31 PM,Shipped,Partner Sale,Same Day 0,B0894YB3B1,Shipped,1,13947.16,828401,E-480,JS-15880,1
402-1728928-7381138,8/13/2025,10/28/2022 05:55:52 PM,Shipped,Partner Sale,Same Day 0,B08YYSV9KT,Shipped,1,50851.48,144523,E-016,JP-15520,22
408-0945399-6741113,8/13/2025,08/17/2022 07:22:20 PM,Shipped - Delivered to Buyer,Partner Sale,Same Day 0,B089G1FCC7,Shipped,1,32838.63,679521,E-137,PC-18745,8
403-2879333-1759564,8/13/2025,08/18/2022 04:09:24 PM,Shipped - Delivered to Buyer,Partner Sale,Economy 10,B07G2PJMDS,Shipped,1,1155634.48,390012,E-017,NR-18550,13
402-7301227-0558735,8/13/2025,08/19/2022 12:42:27 PM,Shipped,Partner Sale,Economy 10,B099NK1G2C,Shipped,1,9310.13,380058,E-481,BP-11185,4
407-9510696-6773120,8/13/2025,08/19/2022 11:23:50 AM,Shipped,Partner Sale,Same Day 0,B07RSXFQ78,Shipped,1,37249.79,211011,E-270,KH-16690,8
405-2722190-1193960,8/13/2025,08/19/2022 12:49:40 PM,Shipped - Delivered to Buyer,Partner Sale,Economy 10,B099NQJZPQ,Shipped,1,102767325.33,360007,E-152,JR-16210,14
406-8655435-3013939,8/13/2025,08/16/2022 06:04:11 PM,Shipped,Partner Sale,Standard 7,B07SHC649M,Shipped,1,31212.25,608001,E-347,AH-10585,12
402-0873148-6167545,8/13/2025,08/16/2022 09:37:08 AM,Shipped - Delivered to Buyer,Partner Sale,Economy 10,B09SDXRYBG,Shipped,1,41348.19,226012,E-570,DJ-13420,12
405-8521821-5665958,8/13/2025,08/19/2022 02:16:05 PM,Shipped,Partner Sale,Economy 10,B08WQ6WWC9,Shipped,1,8238.55,500072,E-045,AG-10525,1
405-9699030-5813103,8/13/2025,08/16/2022 05:54:42 PM,Shipped,Partner Sale,Same Day 0,B07BL2QVPK,Shipped,1,23443.74,609001,E-254,RD-19720,11
405-7175787-0896364,8/13/2025,08/21/2022 12:39:58 PM,Shipped - Delivered to Buyer,Partner Sale,Standard 7,B089G2JV7X,Shipped,1,769191.09,670661,E-237,LM-17065,18
402-4387381-8655562,8/13/2025,08/17/2022 10:04:22 AM,Shipped,Partner Sale,Standard 7,B07R5X9KHS,Shipped,1,4088204.40,411021,E-193,JJ-15760,19
405-0415836-7331508,8/13/2025,08/18/2022 09:43:16 AM,Shipped,Partner Sale,Economy 10,B0822VVHCN,Shipped,1,577696.31,560008,E-352,MG-17650,16
171-8409316-1073169,8/13/2025,08/16/2022 02:50:32 PM,Shipped,Partner Sale,Same Day 0,B08XVQM1LP,Shipped,1,3342.61,560060,E-055,DB-13270,9
408-1286613-7882764,8/13/2025,08/22/2022 12:55:08 PM,Shipped,Partner Sale,Same Day 0,B0986Z5BDC,Shipped,1,4108.92,335001,E-481,DM-13345,9
402-3654853-3904331,8/13/2025,08/18/2022 05:25:15 PM,Shipped,Partner Sale,Economy 10,B08MYPMVSL,Shipped,1,7413.08,249205,E-195,DK-12835,23
402-0405661-4148325,8/13/2025,08/17/2022 11:52:02 AM,Shipped - Delivered to Buyer,Partner Sale,Standard 7,B078NTPQHT,Shipped,1,19990.27,400101,E-476,AT-10435,11
408-2572495-1911560,8/13/2025,08/16/2022 12:28:19 PM,Shipped,Partner Sale,Standard 7,B07R41RHRH,Shipped,1,3202.54,500059,E-193,JO-15550,5
406-5102933-6649943,8/13/2025,08/16/2022 03:33:19 PM,Shipped,Partner Sale,Standard 7,B07R487XRD,Shipped,1,6181.63,600042,E-298,MS-17365,9
405-9514706-3262702,8/13/2025,08/16/2022 04:51:10 PM,Shipped,Partner Sale,Economy 10,B09RKDZ461,Shipped,1,27431.62,560048,E-287,LR-16915,15
404-8718860-8022740,8/13/2025,08/22/2022 03:26:18 PM,Shipped,Partner Sale,Standard 7,B09HNR7D1D,Shipped,1,2408.43,411040,E-111,BM-11140,9
405-4609464-5057938,8/13/2025,08/17/2022 12:24:04 PM,Shipped - Returned to Seller,Partner Sale,Express 3,B08B3Y3VHQ,Shipped,1,1129906.52,176061,E-251,KM-16660,18
406-5952952-9520364,8/13/2025,08/16/2022 09:21:37 AM,Shipped,Partner Sale,Standard 7,B07VT2MLST,Shipped,1,68925934.60,247001,E-139,DL-13315,14
404-7199398-8724337,8/13/2025,08/17/2022 06:49:08 PM,Shipped,Partner Sale,Standard 7,B09KXV4BN8,Shipped,1,1839167.66,600013,E-158,KD-16345,13
406-4097492-5906747,8/13/2025,08/16/2022 02:33:18 PM,Shipped,Partner Sale,Economy 10,B099NS55L1,Shipped,1,26595.76,560078,E-003,Co-12640,21
408-2507164-5337918,8/13/2025,08/19/2022 10:56:19 AM,Shipped - Returned to Seller,Partner Sale,Same Day 0,B08YYZM8WL,Shipped,1,365825.46,721429,E-336,HP-14815,16
406-4428337-6537906,8/13/2025,08/19/2022 07:03:54 PM,Shipped - Delivered to Buyer,Partner Sale,Standard 7,B08XNDL1DL,Shipped,1,8487.88,176043,E-165,SM-20005,9
171-2824592-8221126,8/13/2025,08/16/2022 05:42:22 PM,Shipped,Partner Sale,Standard 7,B09QJ49VD8,Shipped,1,11251.20,201307,E-014,LT-17110,4
404-7379466-6803516,8/13/2025,08/21/2022 12:08:43 PM,Shipped,Partner Sale,Express 3,B09NQ47F17,Shipped,1,100802.63,743331,E-060,PW-19240,20
171-3449132-2644333,8/13/2025,08/21/2022 12:43:19 PM,Shipped,Partner Sale,Express 3,B08B3YPD63,Shipped,1,41334.20,412114,E-085,JM-15265,8
408-1529343-1441111,8/13/2025,08/19/2022 11:37:10 AM,Shipped - Delivered to Buyer,Partner Sale,Standard 7,B08P5DW2X3,Shipped,1,14998.15,443301,E-093,PC-18745,21
171-1213386-3877938,8/13/2025,08/17/2022 11:13:10 AM,Shipped,Partner Sale,Standard 7,B07H7DZXJ5,Shipped,1,14694.50,682021,E-181,FP-14320,15
407-5670956-3117122,8/13/2025,08/17/2022 05:57:09 PM,Shipped,Partner Sale,Standard 7,B09KXSKLS6,Shipped,1,5397.48,110064,E-147,CD-12790,10
404-6941482-8857961,8/13/2025,08/18/2022 09:46:08 AM,Shipped - Delivered to Buyer,Partner Sale,Economy 10,B0983F3BLZ,Shipped,1,258519.95,411021,E-184,ME-17725,7
171-9757288-1506730,8/13/2025,08/17/2022 10:22:27 AM,Shipped - Delivered to Buyer,Partner Sale,Standard 7,B09QJ495SF,Shipped,1,68389.80,491001,E-473,LE-16810,6
408-0613103-0381165,8/13/2025,08/16/2022 09:11:33 AM,Shipped,Partner Sale,Standard 7,B099NPNDHW,Shipped,1,49411.17,500017,E-083,DC-12850,11
405-3627714-9705927,8/13/2025,08/17/2022 01:52:29 PM,Shipped - Delivered to Buyer,Partner Sale,Standard 7,B09YYQV9JG,Shipped,1,112049.21,201301,E-281,JH-15430,7
406-7012910-8233138,8/13/2025,08/19/2022 01:19:43 PM,Shipped,Partner Sale,Express 3,B09NQ7PCW9,Shipped,1,2248.95,412307,E-187,LT-16765,10
171-5161796-1681140,8/13/2025,08/17/2022 10:20:51 AM,Shipped - Delivered to Buyer,Partner Sale,Standard 7,B09HNQ8TR3,Shipped,1,52385.62,122017,E-002,CA-12265,20
405-7128082-5371519,8/13/2025,08/17/2022 11:09:29 AM,Shipped,Partner Sale,Same Day 0,B08XQBXFPP,Shipped,1,96413431.56,560019,E-069,NB-18655,14
408-5833311-0811511,8/13/2025,08/16/2022 05:56:13 PM,Shipped - Delivered to Buyer,Partner Sale,Same Day 0,B09SDY7MHD,Shipped,1,20850.30,609110,E-556,DR-12940,15
405-4448401-9921125,8/13/2025,08/19/2022 10:33:20 AM,Shipped,Partner Sale,Express 3,B09RKB5BQK,Shipped,1,541701.57,110096,E-157,DK-12835,18
403-7122818-1781102,8/13/2025,08/18/2022 09:54:21 AM,Shipped,Partner Sale,Economy 10,B09QJNWJJW,Shipped,1,16032.14,263139,E-105,KA-16525,2
404-3080353-3066720,8/13/2025,08/19/2022 11:18:10 AM,Shipped,Partner Sale,Same Day 0,B08XQ98B2Q,Shipped,1,511715.77,700136,E-096,MS-17980,16
402-7599604-0052328,8/13/2025,08/16/2022 03:48:51 PM,Shipped,Partner Sale,Standard 7,B07H7DD9D5,Shipped,1,9909.74,201301,E-257,EJ-13720,2
406-2197473-5307522,8/13/2025,08/18/2022 05:44:29 PM,Shipped,Partner Sale,Economy 10,B08XNJG8B1,Shipped,1,67539.48,382475,E-091,PC-19000,6
402-7091435-9276360,8/13/2025,08/17/2022 11:06:35 AM,Shipped,Partner Sale,Same Day 0,B0894YB3B1,Shipped,1,32140.66,560029,E-146,AB-10105,15
404-2036631-4027562,8/13/2025,08/17/2022 07:40:07 PM,Shipped,Partner Sale,Same Day 0,B09NQ4NM75,Shipped,1,22729.89,462043,E-325,KW-16570,21
404-5519519-4573949,8/13/2025,08/16/2022 01:09:01 PM,Shipped,Partner Sale,Economy 10,B094FRW46T,Shipped,1,7113.36,401107,E-171,CC-12670,4
405-3105120-0076363,8/13/2025,08/17/2022 11:51:06 AM,Shipped,Partner Sale,Standard 7,B07R41RHRH,Shipped,1,6706.16,635803,E-047,MF-18250,2
408-3892272-6235562,8/13/2025,08/18/2022 09:05:46 AM,Shipped,Partner Sale,Economy 10,B099S91TCS,Shipped,1,74589187.74,700022,E-275,BS-11380,14
408-9521340-2928352,8/13/2025,08/19/2022 06:48:31 PM,Shipped,Partner Sale,Standard 7,B082W7HW86,Shipped,1,26238.36,500028,E-077,DM-13525,6
404-6490119-5959503,8/13/2025,08/16/2022 07:04:14 PM,Shipped,Partner Sale,Standard 7,B09NQ4CZ65,Shipped,1,7745.54,629502,E-259,RD-19810,1
403-2138049-8231506,8/13/2025,08/16/2022 05:52:48 PM,Shipped,Partner Sale,Standard 7,B08QGJR8RG,Shipped,1,69865.84,785006,E-571,BP-11290,3
406-8722175-1999503,8/13/2025,08/16/2022 10:39:35 AM,Shipped,Partner Sale,Same Day 0,B082W8RWN1,Shipped,1,389803.60,482001,E-169,HG-15025,17
171-8998410-5849933,8/13/2025,08/19/2022 07:33:47 PM,Shipped,Partner Sale,Express 3,B08KS2BPL8,Shipped,1,21398.09,560073,E-342,JD-16150,12
403-0570360-8189937,8/13/2025,08/17/2022 05:29:29 PM,Shipped,Partner Sale,Express 3,B07WP5HXW3,Shipped,1,10666.28,412308,E-239,KL-16555,15
406-9007915-3864330,8/13/2025,08/18/2022 09:07:43 AM,Shipped,Partner Sale,Economy 10,B09KXSQ73F,Shipped,1,4568.71,700038,E-048,KM-16225,9
402-7453759-4887520,8/13/2025,08/18/2022 12:22:34 PM,Shipped,Partner Sale,Economy 10,B07X3KSDT3,Shipped,1,46223.35,781003,E-299,AS-10225,11
402-8720483-1538751,8/13/2025,08/22/2022 06:11:27 PM,Pending,Partner Sale,Standard 7,B099NK2WLQ,Unshipped,1,4568.71,628717,E-103,CM-12115,9
405-4309953-0017908,8/13/2025,08/16/2022 06:57:42 PM,Shipped,Partner Sale,Standard 7,B07WP5G7MK,Shipped,1,20476.49,560103,E-251,DK-13225,8
408-6368298-0977968,8/13/2025,08/16/2022 03:08:41 PM,Shipped,Partner Sale,Standard 7,B08XNJG8B1,Shipped,1,70637.06,756026,E-163,AC-10450,6
405-5389397-6173945,8/13/2025,08/18/2022 05:18:41 PM,Shipped,Partner Sale,Economy 10,B08YZ13V5N,Shipped,1,77628006.50,560023,E-481,LW-17215,14
403-4274772-1661113,8/13/2025,08/18/2022 03:53:40 PM,Shipped,Partner Sale,Economy 10,B09SDXFFQ1,Shipped,1,40027.19,263153,E-173,FH-14350,8
171-7905758-2504311,8/13/2025,08/18/2022 10:38:09 AM,Shipped,Partner Sale,Economy 10,B082W8354V,Shipped,1,69053.77,431003,E-161,MS-17830,20
408-8517098-4517924,8/13/2025,08/19/2022 04:12:49 PM,Shipped - Delivered to Buyer,Partner Sale,Same Day 0,B09TH2YML8,Shipped,1,4884.34,208002,E-073,KD-16270,10
404-2155153-6386718,8/13/2025,10/28/2022 03:21:03 PM,Shipped,Partner Sale,Same Day 0,B081WX4G4Q,Shipped,1,5110255.50,600021,E-464,CS-12175,19
