order_id,order_date,ship_date,status,sales_channel,ship_mode,product_uin,shipment_status,qty,amount,ship_postal_code,emp_code,customer_id
407-5992641-7259532,4/26/2023,4/29/2023,Cancelled,Partner Sale,Economy 10,B07K44CD3P,,1,"4,504.50",110078,E-347,RD-19720
404-1050488-7740340,1/8/2023,1/16/2023,Cancelled,Partner Sale,Express 3,B098119Y7R,Cancelled,1,"4,494.20",201306,E-190,EG-13900
405-3523798-9854761,12/27/2025,12/31/2025,Cancelled,Partner Sale,Economy 10,B09RK67Y51,,1,"4,602.20",411017,E-109,MJ-17740
402-0366635-0033970,10/4/2025,10/7/2025,Cancelled,Partner Sale,Express 3,B08XQ8R6GW,Unshipped,1,"4,593.70",570009,E-099,VT-21700
405-5096008-3865907,6/22/2022,6/27/2022,Cancelled,BOPIS,Pickup,B0894XKVH3,,1,"4,473.90",800024,E-275,JM-15580
171-3249484-6659527,7/20/2025,8/2/2025,Cancelled,Store Sale,Express 3,B09QJ4QS15,Unshipped,1,"4,587.10",795113,E-299,CS-12355
407-6803054-7735533,7/18/2025,7/20/2025,Cancelled,Store Sale,Economy 10,B09PN51JWD,Cancelled,1,"4,585.80",638301,E-157,RM-19675
407-0812967-7918750,7/14/2025,7/20/2025,Cancelled,Store Sale,Same Day 0,B09PN5N9FP,Cancelled,1,"4,585.80",638301,E-330,NS-18505
171-3245690-1245953,6/30/2025,7/8/2025,Cancelled,Ecomm,Express 3,B09QJ4QS15,Unshipped,1,"4,584.60",795113,E-098,MF-18250
407-8832573-7194721,6/28/2025,9/12/2025,Cancelled,Ecomm,Economy 10,B0983FQYML,Unshipped,1,"4,591.20",560016,E-155,JB-15400
403-9618849-9704348,5/27/2025,5/31/2025,Cancelled,BOPIS,Pickup,B099S87FTK,Unshipped,1,"4,580.80",400076,E-476,SR-20425
405-5278247-9711549,5/22/2025,5/28/2025,Cancelled,Partner Sale,Express 3,B0894XKVH3,,1,"4,580.50",800024,E-254,CM-12115
405-4983645-7593936,5/17/2025,5/24/2025,Cancelled,Partner Sale,Express 3,B08YZ275XH,Cancelled,1,"4,580.10",700037,E-242,CM-12190
406-4173721-0489907,4/17/2025,4/21/2025,Cancelled,Partner Sale,Same Day 0,B082W8354V,Cancelled,1,"4,576.80",641006,E-235,SE-20110
403-1144863-5847548,2/12/2025,2/20/2025,Cancelled,Ecomm,Same Day 0,B081WX4G4Q,Unshipped,1,"4,570.80",412308,E-480,AH-10030
403-0141785-3997966,1/13/2025,1/19/2025,Cancelled,BOPIS,Pickup,B099F9N2F3,,1,"4,567.60",612103,E-169,HR-14770
404-0452359-8617959,12/8/2024,12/13/2024,Cancelled,BOPIS,Pickup,B0983F2ZJW,Cancelled,1,"4,563.90",211003,E-470,AY-10555
171-3104429-3635504,11/14/2024,11/18/2024,Cancelled,Store Sale,Economy 10,B081WSCKPQ,Unshipped,1,"4,561.40",248001,E-259,PL-18925
404-8777509-4440323,10/18/2024,10/21/2024,Cancelled,Ecomm,Express 3,B09811Q5NS,Unshipped,1,"4,558.60",400706,E-340,GM-14455
406-8629346-2405935,9/27/2024,10/5/2024,Cancelled,Ecomm,Express 3,B08YZ1H4TG,,1,"4,557.00",321411,E-050,LC-16885
171-2099730-2189153,8/23/2024,8/30/2024,Cancelled,Store Sale,Standard 7,B09K3QJ389,Unshipped,1,"4,553.40",110049,E-003,MV-18190
408-1163310-6728348,8/16/2024,8/22/2024,Cancelled,Ecomm,Standard 7,B09831YHGV,,1,"4,552.60",396195,E-147,RR-19315
404-2594445-3448304,7/18/2024,7/31/2024,Cancelled,Ecomm,Express 3,B08VW9RBLW,Cancelled,1,"4,550.40",203001,E-253,DK-13375
406-4652129-7876321,12/30/2023,1/5/2024,Cancelled,Store Sale,Economy 10,B0922TKDRM,,1,"4,529.60",144001,E-073,LF-17185
407-5187186-9928323,12/13/2023,12/17/2023,Cancelled,Partner Sale,Same Day 0,B08XNJ19QH,Unshipped,1,"4,527.70",800001,E-326,DM-13345
407-6705078-4374749,8/15/2023,8/23/2023,Cancelled,Store Sale,Economy 10,B0983F2ZJW,Unshipped,1,"4,516.10",221715,E-190,BP-11185
406-1230753-2171525,7/26/2023,7/31/2023,Cancelled,Store Sale,Economy 10,B099NFZJVC,Cancelled,1,"4,513.80",400702,E-348,KH-16360
403-7237129-9102721,4/26/2023,4/29/2023,Cancelled,Store Sale,Express 3,B08YYQRS7M,,1,"4,504.50",388001,E-190,LO-17170
407-1520252-0596333,3/21/2023,3/24/2023,Cancelled,Ecomm,Express 3,B098731927,Cancelled,1,"4,500.90",600118,E-341,DR-12880
171-5964653-2329918,2/13/2023,2/19/2023,Cancelled,Store Sale,Economy 10,B07G2BNYNV,Cancelled,1,"4,497.60",422013,E-251,YC-21895
406-3610428-5148355,10/16/2025,10/21/2025,Cancelled,BOPIS,Pickup,B09K3WFR76,,1,"4,595.10",400012,E-089,RF-19840
406-9997550-4789155,8/26/2022,8/29/2022,Cancelled,BOPIS,Pickup,B081X7JHBC,Unshipped,1,"4,480.20",121001,E-241,AC-10615
406-8435688-9975559,8/13/2022,8/18/2022,Cancelled,BOPIS,Pickup,B08HHJRFQP,,1,"4,479.10",121001,E-563,CS-12355
403-7404454-3474705,8/17/2025,8/21/2025,Cancelled,Store Sale,Economy 10,B099NQ867X,Unshipped,1,"4,589.00",110085,E-479,DK-12985
171-5042307-5245117,8/17/2025,8/23/2025,Cancelled,Store Sale,Standard 7,B0983CP5WT,Cancelled,1,"4,589.20",824234,E-166,MF-18250
408-2499299-4900311,8/17/2025,11/1/2025,Cancelled,Store Sale,Express 3,B081WSCKPQ,Cancelled,1,"4,596.20",691003,E-195,JB-16045
406-8735408-0195567,8/11/2025,8/15/2025,Cancelled,Store Sale,Express 3,B082W8B28G,Unshipped,1,"4,588.40",581303,E-344,CM-12115
408-6187384-7081108,8/6/2025,8/10/2025,Cancelled,Store Sale,Economy 10,B07HYT8XL9,Unshipped,1,"4,587.90",605008,E-250,DB-13210
408-5971217-2828355,8/5/2025,8/11/2025,Cancelled,Store Sale,Express 3,B0894XYMWS,Unshipped,1,"4,588.00",560064,E-190,BD-11635
171-7873057-8789961,7/24/2025,7/31/2025,Cancelled,Store Sale,Same Day 0,B099F9XP34,,1,"4,586.90",560064,E-198,DK-13150
404-9880911-0744345,7/20/2025,7/23/2025,Cancelled,Store Sale,Economy 10,B09NDKJKPN,,1,"4,586.10",834002,E-340,AC-10450
404-6373175-2336337,7/16/2025,7/21/2025,Cancelled,Store Sale,Standard 7,B09NDKJKPN,,1,"4,585.90",834002,E-054,RA-19915
408-8575839-5074702,5/17/2025,5/19/2025,Cancelled,Store Sale,Economy 10,B08BF9YDKC,,1,"4,579.60",682037,E-352,PL-18925
404-9422447-1457962,5/2/2025,5/9/2025,Cancelled,Partner Sale,Express 3,B07K44CD3P,,1,"4,578.60",411052,E-478,MP-18175
405-1036031-7795500,4/7/2025,4/15/2025,Cancelled,Store Sale,Economy 10,B08YYTSKB4,,1,"4,576.20",500079,E-575,DB-13060
406-4064134-6185922,3/18/2025,3/23/2025,Cancelled,Partner Sale,Express 3,B08XVQMSJV,Unshipped,1,"4,573.90",506101,E-353,MV-18190
402-9405092-5464360,1/25/2025,2/2/2025,Cancelled,Ecomm,Standard 7,B08B415N6S,Cancelled,1,"4,569.00",600040,E-094,HA-14920
404-8767844-2112307,1/1/2025,1/5/2025,Cancelled,Store Sale,Economy 10,B09QJ4FNCN,Cancelled,1,"4,566.20",400607,E-482,BT-11680
405-5301441-9532362,10/18/2024,10/24/2024,Cancelled,Partner Sale,Economy 10,B09RKDQHR3,Cancelled,1,"4,558.90",500037,E-343,RD-19720
405-1809332-6500341,7/10/2024,7/13/2024,Cancelled,Partner Sale,Same Day 0,B07P64Z6C7,,1,"4,548.60",625515,E-264,DC-13285
406-2031737-0596321,5/23/2024,5/31/2024,Cancelled,Partner Sale,Standard 7,B0986YS2YT,Unshipped,1,"4,544.30",732203,E-357,QJ-19255
408-7752502-0749118,3/4/2024,3/7/2024,Cancelled,Partner Sale,Same Day 0,B08BFW22DK,Cancelled,1,"4,535.80",756001,E-354,LT-16765
408-3407123-2006760,11/7/2023,11/10/2023,Cancelled,Store Sale,Express 3,B097ZZR31W,Unshipped,1,"4,524.00",380013,E-140,JS-16030
405-0800869-4029915,9/14/2023,9/17/2023,Cancelled,Store Sale,Economy 10,B08B3Z38TJ,Cancelled,1,"4,518.60",800001,E-170,ME-17725
404-6074464-1304358,8/25/2023,9/7/2023,Cancelled,Store Sale,Economy 10,B0983CBSJ3,Unshipped,1,"4,517.60",110033,E-006,BG-11035
404-9706833-4413963,7/15/2023,7/23/2023,Cancelled,BOPIS,Pickup,B082W84VY6,Cancelled,1,"4,513.00",412210,E-481,JH-15985
402-0356075-9177970,6/12/2023,6/16/2023,Cancelled,Ecomm,Express 3,B083ZZGZBV,,1,"4,509.30",411037,E-237,SJ-20215
402-2589086-9037118,3/21/2023,3/24/2023,Cancelled,Partner Sale,Express 3,B081WSCKPQ,Unshipped,1,"4,500.90",500094,E-178,SC-20305
402-3541286-5795514,2/25/2023,3/4/2023,Cancelled,Partner Sale,Economy 10,B0793R5HQ7,Unshipped,1,"4,498.90",412101,E-561,SW-20275
406-4879576-2901954,7/31/2022,8/3/2022,Cancelled,Partner Sale,Standard 7,B09K3S4P57,,1,"4,477.60",629176,E-564,LS-17245
407-3999026-1428360,8/17/2025,8/22/2025,Cancelled,Store Sale,Express 3,B08YYZFQZS,,1,"4,589.10",400066,E-180,EB-13750
405-6744435-3873127,8/15/2025,8/19/2025,Cancelled,Partner Sale,Standard 7,B09KXVM4V6,,1,"4,588.80",226022,E-300,TS-21370
405-5416670-3857115,8/14/2025,8/16/2025,Cancelled,Partner Sale,Express 3,B09K3DV6Q9,Unshipped,1,"4,588.50",560049,E-274,RS-19765
403-9062838-5369135,7/24/2025,7/27/2025,Cancelled,Partner Sale,Same Day 0,B0894X3VKQ,Cancelled,1,"4,586.50",560075,E-472,FO-14305
171-2691161-9556322,7/10/2025,7/15/2025,Cancelled,Store Sale,Standard 7,B099NP47VY,Cancelled,1,"4,585.30",560003,E-035,JH-15430
407-6527999-2323550,6/18/2025,6/22/2025,Cancelled,Ecomm,Express 3,B08YYSQJTC,,1,"4,583.00",756001,E-076,AF-10870
406-9902252-7749132,4/2/2025,4/6/2025,Cancelled,Store Sale,Economy 10,B0986YS2YT,Unshipped,1,"4,575.30",732203,E-068,JB-16000
407-9577822-6341101,3/28/2025,4/3/2025,Cancelled,Ecomm,Economy 10,B08YZ19DL9,Unshipped,1,"4,575.00",400066,E-295,HL-15040
405-7579035-0723526,1/7/2025,1/15/2025,Cancelled,Store Sale,Same Day 0,B08W26LH14,Cancelled,1,"4,567.20",509125,E-170,EM-14065
403-1702160-1937912,1/1/2025,1/10/2025,Cancelled,Store Sale,Same Day 0,B0986TGXF9,,1,"4,566.70",403717,E-007,CB-12025
403-1733621-6673939,10/4/2024,10/8/2024,Cancelled,Ecomm,Economy 10,B0983F3BLZ,Unshipped,1,"4,557.30",600044,E-038,MH-18025
404-8507522-5940318,7/2/2024,7/8/2024,Cancelled,Ecomm,Express 3,B07X3K4L82,Unshipped,1,"4,548.10",560022,E-161,RB-19705
406-8878837-0780336,6/8/2024,6/13/2024,Cancelled,Ecomm,Express 3,B08YYZ8RTQ,,1,"4,545.60",243751,E-278,ZC-21910
407-6234208-0989104,5/23/2024,5/25/2024,Cancelled,Ecomm,Economy 10,B08P1DCQKH,Cancelled,1,"4,543.70",600055,E-242,ML-17410
402-3050908-9088365,3/20/2024,3/26/2024,Cancelled,BOPIS,Pickup,B082W8354V,Unshipped,1,"4,537.70",224001,E-057,AA-10645
406-1568683-0571551,1/15/2024,1/18/2024,Cancelled,Partner Sale,Express 3,B0986YS2YT,Unshipped,1,"4,530.90",732203,E-017,MC-17845
402-8975931-4175563,12/13/2023,12/20/2023,Cancelled,Store Sale,Express 3,B07GRSF1FC,Unshipped,1,"4,528.00",395001,E-094,KH-16360
408-8524219-1261962,10/29/2023,11/6/2023,Cancelled,Partner Sale,Express 3,B08B3YXQJ2,,1,"4,523.60",827013,E-053,EH-14005
407-5509877-2999525,10/11/2023,10/14/2023,Cancelled,Store Sale,Economy 10,B09G6JS3JD,Cancelled,1,"4,521.30",411014,E-237,JG-15310
408-6056442-9651519,8/15/2023,8/18/2023,Cancelled,Partner Sale,Express 3,B0983F33FL,,1,"4,515.60",402104,E-146,TC-21535
403-7727904-3083519,8/5/2023,8/10/2023,Cancelled,Partner Sale,Express 3,B09831XMWL,Cancelled,1,"4,514.80",500004,E-564,YC-21895
406-4753273-2752321,7/4/2023,7/8/2023,Cancelled,Store Sale,Express 3,B08XQ98B2Q,Cancelled,1,"4,511.50",110017,E-300,RA-19285
406-0222285-0134719,6/23/2023,6/29/2023,Cancelled,Store Sale,Express 3,B082W88SRB,,1,"4,510.60",500082,E-073,JW-15955
404-5019018-2393954,9/21/2025,9/29/2025,Cancelled,Partner Sale,Same Day 0,B09K3QSXVJ,,1,"4,592.90",530026,E-060,JB-16045
405-9348366-6140336,8/26/2022,8/29/2022,Cancelled,Store Sale,Express 3,B08XQ98B2Q,Cancelled,1,"4,480.20",400010,E-280,JP-15520
408-1562673-7353162,7/18/2022,7/25/2022,Cancelled,Store Sale,Standard 7,B08XQBXFPP,Cancelled,1,"4,476.70",781008,E-080,SK-19990
407-8612681-0793902,8/17/2025,8/23/2025,Cancelled,Store Sale,Express 3,B0822TDMYH,,1,"4,589.20",243006,E-276,DB-13210
405-0449974-3007524,8/17/2025,8/22/2025,Cancelled,Store Sale,Same Day 0,B0983GWPF1,Cancelled,1,"4,589.10",144001,E-467,PK-19075
403-9517955-7581901,8/14/2025,8/22/2025,Cancelled,Store Sale,Express 3,B09K3SSDSZ,Unshipped,1,"4,589.10",753002,E-099,DK-13150
405-7192413-3965931,5/27/2025,6/4/2025,Cancelled,Partner Sale,Economy 10,B08YYSFRTV,,1,"4,581.20",500010,E-192,RR-19315
404-1914946-9456343,5/7/2025,5/10/2025,Cancelled,Ecomm,Economy 10,B081WSCKPQ,Cancelled,1,"4,578.70",184101,E-083,DK-13375
408-5579158-6320321,4/7/2025,4/13/2025,Cancelled,BOPIS,Pickup,B08W9MFDJD,Cancelled,1,"4,576.00",190015,E-252,LS-16975
406-5598245-5057124,3/3/2025,3/7/2025,Cancelled,Partner Sale,Same Day 0,B081WS1W2K,,1,"4,572.30",400081,E-233,LE-16810
403-8906789-2359558,2/17/2025,2/22/2025,Cancelled,BOPIS,Pickup,B09831XMWL,Cancelled,1,"4,571.00",500004,E-170,AH-10585
404-1528714-7994716,2/12/2025,2/19/2025,Cancelled,BOPIS,Pickup,B08QGQJ5P4,Unshipped,1,"4,570.70",400067,E-194,AT-10435
406-5655578-5077102,1/13/2025,1/26/2025,Cancelled,Ecomm,Standard 7,B08MYTVF1F,Unshipped,1,"4,568.30",814101,E-290,LW-17215
405-1760355-0993925,12/2/2024,12/6/2024,Cancelled,Partner Sale,Economy 10,B08N47Z9YZ,Unshipped,1,"4,563.20",682006,E-294,CW-11905
403-7995988-6433109,10/25/2024,10/27/2024,Cancelled,Partner Sale,Same Day 0,B0986XSXR1,Cancelled,1,"4,559.20",382443,E-146,DC-13285
404-5290275-7507510,9/20/2024,9/22/2024,Cancelled,Partner Sale,Express 3,B08B3Z4F92,Cancelled,1,"4,555.70",522002,E-152,NP-18325
406-3811383-3031566,8/23/2024,8/27/2024,Cancelled,Ecomm,Express 3,B08YYPZJ9R,Unshipped,1,"4,553.10",400104,E-059,CS-11950
406-4755533-4815521,7/18/2024,7/22/2024,Cancelled,Ecomm,Same Day 0,B08YYPZJ9R,Unshipped,1,"4,549.50",400104,E-291,CB-12415
406-0668437-3279540,6/16/2024,6/23/2024,Cancelled,Store Sale,Same Day 0,B08YYPZJ9R,Cancelled,1,"4,546.60",400104,E-038,DO-13645
402-5937945-4329153,4/29/2024,5/1/2024,Cancelled,Partner Sale,Same Day 0,B09HM9HC4T,,1,"4,541.30",127306,E-094,CM-12655
403-1917783-8475531,4/13/2024,4/19/2024,Cancelled,Partner Sale,Same Day 0,B08PCTJBKF,,1,"4,540.10",110084,E-198,CC-12550
407-5944477-5117921,4/5/2024,4/13/2024,Cancelled,Partner Sale,Standard 7,B09811Q5NS,Cancelled,1,"4,539.50",821307,E-351,LC-16870
406-4997145-8088331,3/12/2024,3/16/2024,Cancelled,Store Sale,Same Day 0,B09438J634,Unshipped,1,"4,536.70",412105,E-185,JS-16030
402-7455212-0766761,9/14/2023,9/17/2023,Cancelled,Ecomm,Express 3,B08N4TGTRV,,1,"4,518.60",795003,E-146,ML-17755
408-9758911-5730757,9/4/2023,9/8/2023,Cancelled,Ecomm,Economy 10,B08YZ1H4TG,,1,"4,517.70",500085,E-109,SC-20305
404-8984146-3611569,6/12/2023,6/14/2023,Cancelled,BOPIS,Pickup,B08B3YPD63,Cancelled,1,"4,509.10",301019,E-576,TB-21625
403-6480645-3980347,6/1/2023,6/5/2023,Cancelled,Partner Sale,Economy 10,B08YYYD4ZL,,1,"4,508.20",110048,E-078,TT-21070
406-5696234-0436323,5/20/2023,5/26/2023,Cancelled,Partner Sale,Economy 10,B081WZ4T3V,Cancelled,1,"4,507.20",522004,E-555,RB-19795
408-3831411-2715564,4/2/2023,4/6/2023,Cancelled,BOPIS,Pickup,B08ZYPCX6Y,Cancelled,1,"4,502.20",122001,E-203,LW-16990
171-8752611-0803554,3/21/2023,3/25/2023,Cancelled,BOPIS,Pickup,B09K3ZR9ZG,,1,"4,501.00",711104,E-255,DB-13615
171-6830268-7598769,8/17/2025,8/19/2025,Cancelled,Partner Sale,Express 3,B08BF6BBQF,,1,"4,588.80",600016,E-153,JM-15265
404-3772720-8110712,7/30/2025,8/3/2025,Cancelled,Ecomm,Standard 7,B09QJ549GK,Cancelled,1,"4,587.20",571201,E-041,JH-15910
408-1759854-9640366,7/20/2025,7/24/2025,Cancelled,Store Sale,Economy 10,B08B3YXQJ2,,1,"4,586.20",827013,E-259,LC-16930
402-8139851-4506721,7/10/2025,7/14/2025,Cancelled,Store Sale,Economy 10,B0982ZS9FG,Cancelled,1,"4,585.20",712138,E-082,DD-13570
171-9694344-9021168,7/8/2025,7/13/2025,Cancelled,Store Sale,Economy 10,B08TZRD58N,Unshipped,1,"4,585.10",401202,E-180,NC-18415
408-5551383-3773117,7/6/2025,7/13/2025,Cancelled,Store Sale,Economy 10,B08YZ19DL9,Unshipped,1,"4,585.10",560037,E-089,AP-10720
171-3964956-7461135,6/25/2025,7/8/2025,Cancelled,Store Sale,Same Day 0,B09KXVCT3B,Cancelled,1,"4,584.60",424306,E-247,JS-15685
408-0613490-0517962,6/18/2025,6/22/2025,Cancelled,Ecomm,Standard 7,B08B3ZSWW6,,1,"4,583.00",208019,E-354,XP-21865
406-3313371-6616324,6/14/2025,6/20/2025,Cancelled,Ecomm,Standard 7,B098121HFD,,1,"4,582.80",603002,E-570,JB-16000
408-9962434-0281134,6/1/2025,6/6/2025,Cancelled,BOPIS,Pickup,B08YZ19DL9,Unshipped,1,"4,581.40",560037,E-172,CK-12595
171-8173162-2575534,5/17/2025,5/23/2025,Cancelled,Partner Sale,Express 3,B08B3YXQJ2,,1,"4,580.00",827013,E-354,MW-18235
406-2869546-7021146,3/28/2025,4/1/2025,Cancelled,Ecomm,Economy 10,B09QJLX1G1,Cancelled,1,"4,574.80",321602,E-042,EH-13945
171-1438192-7677101,12/2/2024,12/10/2024,Cancelled,Ecomm,Standard 7,B0743K7MJK,Unshipped,1,"4,563.60",785107,E-147,LL-16840
405-9540454-4313959,8/16/2024,8/22/2024,Cancelled,Partner Sale,Express 3,B0822TZ4S3,,1,"4,552.60",500080,E-285,VG-21805
405-6408669-2047518,8/2/2024,8/6/2024,Cancelled,Partner Sale,Express 3,B09K3XXDMR,Unshipped,1,"4,551.00",560024,E-076,JK-15325
405-6851521-7493910,6/24/2024,6/28/2024,Cancelled,BOPIS,Pickup,B0822TDMYH,,1,"4,547.10",560037,E-093,JD-16060
403-4594077-7776368,2/16/2024,2/20/2024,Cancelled,Store Sale,Economy 10,B09G2RFP14,Unshipped,1,"4,534.20",122001,E-573,SC-20095
406-7524623-8423501,10/2/2023,10/5/2023,Cancelled,Partner Sale,Economy 10,B0982ZMQGG,,1,"4,520.40",184101,E-064,IM-15070
408-8185636-8959548,6/1/2023,6/6/2023,Cancelled,Partner Sale,Express 3,B097ZZR31W,Unshipped,1,"4,508.30",380013,E-158,TT-21265
407-0978786-1383531,4/26/2023,4/30/2023,Cancelled,Store Sale,Standard 7,B08RJMV1Q5,Unshipped,1,"4,504.60",226020,E-480,AH-10690
408-7636081-5909150,4/2/2023,4/10/2023,Cancelled,Partner Sale,Economy 10,B08XQ8MCKP,Cancelled,1,"4,502.60",400706,E-553,MS-17710
403-8182311-3804331,3/21/2023,3/30/2023,Cancelled,Store Sale,Express 3,B099F9NCKZ,,1,"4,501.50",793003,E-479,LD-17005
407-0652791-8636368,2/25/2023,3/1/2023,Cancelled,Store Sale,Economy 10,B08V13SJ73,,1,"4,498.60",751014,E-060,AB-10015
405-9488444-2909910,1/20/2023,1/28/2023,Cancelled,Store Sale,Same Day 0,B08QGN4RYQ,Unshipped,1,"4,495.40",500055,E-089,SM-20005
404-0120738-4145115,10/4/2025,10/8/2025,Cancelled,Partner Sale,Standard 7,B08KRXTFXH,,1,"4,593.80",411058,E-275,JW-16075
403-1813129-6119543,6/22/2022,6/26/2022,Cancelled,Partner Sale,Economy 10,B09RKDKCYC,,1,"4,473.80",110084,E-112,KD-16270
402-2560917-4452328,8/14/2025,8/22/2025,Cancelled,Partner Sale,Economy 10,B0982ZDZ8K,Cancelled,1,"4,589.10",394350,E-291,LD-16855
404-8822756-8560341,8/12/2025,8/17/2025,Cancelled,Ecomm,Express 3,B098322SHW,Unshipped,1,"4,588.60",506314,E-263,BS-11365
403-9998447-6062761,8/7/2025,10/22/2025,Cancelled,Ecomm,Express 3,B08YYSX188,,1,"4,595.20",452014,E-151,JR-15670
406-8261892-5941912,8/5/2025,8/7/2025,Cancelled,BOPIS,Pickup,B0982ZDB2S,,1,"4,587.60",400078,E-071,JL-15850
171-3073020-9575537,7/26/2025,7/28/2025,Cancelled,BOPIS,Pickup,B0982Z1994,,1,"4,586.60",503224,E-326,CH-12070
407-1244651-2544335,7/22/2025,7/28/2025,Cancelled,Ecomm,Same Day 0,B07K44CD3P,Cancelled,1,"4,586.60",572104,E-154,CM-11935
171-2905428-3239510,7/2/2025,7/7/2025,Cancelled,BOPIS,Pickup,B0986ZB8FM,Cancelled,1,"4,584.50",570023,E-460,DH-13675
171-4040156-5086753,5/12/2025,5/16/2025,Cancelled,Store Sale,Same Day 0,B08RP3LHNB,,1,"4,579.30",534201,E-155,CC-12430
405-8677957-6103524,4/27/2025,5/5/2025,Cancelled,Store Sale,Economy 10,B08XQ8MJZG,,1,"4,578.20",395017,E-178,JM-15580
405-3782961-1414764,3/28/2025,4/4/2025,Cancelled,Ecomm,Express 3,B081WSL2JS,Cancelled,1,"4,575.10",110018,E-272,KH-16360
402-0322233-7468345,2/27/2025,3/2/2025,Cancelled,Partner Sale,Standard 7,B08MYT5M7N,Cancelled,1,"4,571.80",500014,E-161,PC-18745
405-9321142-1096346,2/6/2025,2/14/2025,Cancelled,Partner Sale,Standard 7,B09K3TM23D,,1,"4,570.20",500028,E-572,SV-20935
408-6505690-1005951,1/13/2025,1/18/2025,Cancelled,Partner Sale,Express 3,B08W9P5TV7,Cancelled,1,"4,567.50",500018,E-281,YC-21895
405-6367529-5111526,12/20/2024,12/23/2024,Cancelled,BOPIS,Pickup,B0982ZDZ8H,Cancelled,1,"4,564.90",500059,E-562,JW-15955
402-9253752-0698700,12/14/2024,12/19/2024,Cancelled,BOPIS,Pickup,B09HMSSM5B,,1,"4,564.50",415501,E-571,MH-18115
405-7507143-0169164,10/11/2024,10/17/2024,Cancelled,Store Sale,Standard 7,B09KXXLQK3,,1,"4,558.20",700102,E-281,CA-12055
402-4388991-9046767,7/26/2024,8/1/2024,Cancelled,BOPIS,Pickup,B092912P1V,Cancelled,1,"4,550.50",147006,E-353,AF-10885
403-3032224-5865156,6/16/2024,6/22/2024,Cancelled,Ecomm,Standard 7,B093ZS7X8N,,1,"4,546.50",754202,E-358,CS-12490
171-8124281-8708301,2/24/2024,3/2/2024,Cancelled,Store Sale,Economy 10,B09NDKQD88,Cancelled,1,"4,535.30",452010,E-013,PK-18910
408-7055408-9152358,12/22/2023,3/8/2024,Cancelled,BOPIS,Pickup,B08XNJG8B1,Cancelled,1,"4,535.90",160055,E-014,RH-19555
402-2537078-8877942,12/13/2023,12/17/2023,Cancelled,BOPIS,Pickup,B07R5XKXL4,,1,"4,527.70",400709,E-021,NF-18475
171-9975092-0905953,10/20/2023,10/22/2023,Cancelled,BOPIS,Pickup,B08XQ8MJZG,Unshipped,1,"4,522.10",560045,E-040,LD-16855
171-6977217-9777113,6/12/2023,6/19/2023,Cancelled,Partner Sale,Same Day 0,B09KXSQGNK,,1,"4,509.60",475335,E-053,PB-19210
171-3729883-7549937,6/1/2023,6/7/2023,Cancelled,Partner Sale,Standard 7,B09K3LRFQF,Unshipped,1,"4,508.40",475335,E-357,CH-12070
171-9279937-5486754,2/1/2023,2/6/2023,Cancelled,Store Sale,Economy 10,B0828PD16L,Cancelled,1,"4,496.30",246701,E-062,HD-14785
171-2712348-0842738,11/21/2025,11/25/2025,Cancelled,Ecomm,Economy 10,B08HHJNTNT,Cancelled,1,"4,598.60",281121,E-002,DP-13165
404-7198664-8598714,9/21/2025,9/24/2025,Cancelled,BOPIS,Pickup,B08XQBXFPP,Unshipped,1,"4,592.40",342001,E-072,CM-12715
406-9829063-3970716,5/27/2022,6/4/2022,Cancelled,Ecomm,Express 3,B08TZTCG89,,1,"4,471.60",482004,E-081,MC-17845
406-1877368-5443562,5/14/2022,5/18/2022,Cancelled,Ecomm,Same Day 0,B09CTCDDQ4,Unshipped,1,"4,469.90",482004,E-082,KB-16600
404-5837991-0240312,8/11/2025,8/19/2025,Cancelled,Partner Sale,Same Day 0,B08MXFT72L,,1,"4,588.80",500050,E-095,SV-20935
171-8965301-8457948,8/9/2025,8/14/2025,Cancelled,Partner Sale,Express 3,B09NDKVP42,Cancelled,1,"4,588.30",842004,E-097,PO-18850
171-6038056-0757918,8/7/2025,8/11/2025,Cancelled,Partner Sale,Standard 7,B09SDYHWLX,,1,"4,588.00",700084,E-099,YC-21895
402-2663684-9233161,7/28/2025,7/31/2025,Cancelled,BOPIS,Pickup,B08V17QS8H,Cancelled,1,"4,586.90",500089,E-105,FH-14365
171-3049381-4030758,7/16/2025,7/22/2025,Cancelled,Ecomm,Express 3,B0983CRK42,Cancelled,1,"4,586.00",361008,E-111,JL-15175
403-5778784-7340332,7/14/2025,7/21/2025,Cancelled,Partner Sale,Express 3,B0983F3BLZ,Unshipped,1,"4,585.90",600044,E-112,NS-18505
405-4176712-7450748,7/10/2025,7/13/2025,Cancelled,Store Sale,Economy 10,B09KXV8QQB,Unshipped,1,"4,585.10",600118,E-460,NC-18535
405-1147864-0865137,7/4/2025,7/12/2025,Cancelled,Store Sale,Express 3,B08MYMV3K7,Cancelled,1,"4,585.00",122004,E-463,MM-17920
406-9065272-6034747,6/28/2025,7/2/2025,Cancelled,Store Sale,Express 3,B09NDL6H2B,Unshipped,1,"4,584.00",400053,E-466,JB-15400
408-7881011-0728334,6/1/2025,6/14/2025,Cancelled,Ecomm,Standard 7,B08XQBC8FV,Cancelled,1,"4,582.20",753012,E-473,AG-10330
171-5224628-9516363,2/27/2025,3/2/2025,Cancelled,Partner Sale,Express 3,B08YYYZMKB,,1,"4,571.80",211019,E-145,DJ-13630
